crop,crop_id,month,growth_stage,soil_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,wind_speed_kmh,solar_radiation,eto_mm_day,kc,etc_mm_day,days_since_irrigation,moisture_threshold,irrigate
olive,0,10,4,79.2,15.2,46.2,9.0,5.5,10.9,1.9,0.7,1.33,11,32,0
olive,0,9,4,70.1,21.6,37.3,0.0,9.3,10.8,4.19,0.7,2.93,7,32,0
olive,0,2,0,60.9,8.4,58.8,0.0,4.8,25.0,1.67,0.65,1.09,4,30,0
wheat,2,5,3,22.4,29.5,58.3,0.0,5.7,25.0,11.53,1.15,13.26,7,45,1
citrus,1,7,3,55.6,34.6,29.2,0.0,5.5,24.5,12.0,0.85,10.2,9,46,0
wheat,2,10,0,36.6,24.1,42.9,0.0,12.3,11.3,5.14,0.4,2.06,11,30,1
olive,0,10,4,71.8,17.5,49.2,0.0,7.3,10.4,2.17,0.7,1.52,13,32,0
citrus,1,9,3,42.5,26.6,37.9,0.0,5.5,8.4,4.6,0.85,3.91,3,46,1
olive,0,7,3,53.0,32.9,18.9,0.0,3.1,21.9,12.0,0.75,9.0,0,37,0
citrus,1,8,3,50.8,26.3,37.8,0.0,4.5,15.4,8.04,0.85,6.84,13,46,0
olive,0,8,3,62.9,26.1,39.1,0.0,5.2,13.1,6.65,0.75,4.99,3,37,0
citrus,1,8,3,53.9,28.0,20.1,0.0,5.0,15.7,12.0,0.85,10.2,12,46,0
wheat,2,11,0,23.2,15.6,81.9,0.0,5.8,12.6,0.77,0.4,0.31,0,30,1
citrus,1,9,3,36.3,36.3,34.5,0.0,5.2,12.7,12.0,0.85,10.2,7,46,1
wheat,2,10,0,44.3,19.1,55.6,0.0,5.3,9.6,1.96,0.4,0.78,2,30,0
wheat,2,5,3,35.1,21.0,57.2,0.0,9.6,25.0,6.29,1.15,7.24,0,45,1
olive,0,9,4,27.1,20.0,31.9,0.0,8.4,9.8,3.52,0.7,2.46,5,32,1
olive,0,11,4,61.8,22.4,57.7,0.0,2.2,12.4,3.04,0.7,2.13,3,32,0
olive,0,10,4,37.7,16.6,50.7,0.0,3.2,11.1,1.94,0.7,1.36,7,32,0
citrus,1,12,4,33.1,14.8,75.5,0.0,6.6,11.5,0.89,0.75,0.67,1,42,1
wheat,2,1,1,23.3,9.1,61.2,0.0,7.3,24.2,1.7,0.7,1.19,4,35,1
wheat,2,3,2,26.8,20.2,58.5,3.2,1.5,25.0,4.89,1.15,5.63,14,42,1
citrus,1,3,1,54.4,13.7,74.3,0.0,4.9,25.0,1.78,0.75,1.34,5,42,0
wheat,2,9,0,28.3,29.1,45.2,0.0,4.9,11.3,6.55,0.4,2.62,5,30,1
olive,0,10,4,38.8,23.2,47.5,0.0,8.0,11.1,4.04,0.7,2.83,10,32,0
wheat,2,1,1,31.1,9.0,69.0,0.0,5.3,20.6,1.11,0.7,0.77,1,35,1
wheat,2,9,0,75.0,26.3,27.1,0.0,13.0,9.5,6.7,0.4,2.68,2,30,0
olive,0,10,4,42.6,28.0,50.8,2.5,2.8,8.8,4.02,0.7,2.81,1,32,0
olive,0,12,0,44.3,14.8,78.0,0.0,3.6,15.8,1.04,0.65,0.67,10,30,0
citrus,1,6,3,38.2,26.6,35.6,0.0,3.9,25.0,12.0,0.85,10.2,2,46,1
wheat,2,5,3,41.8,22.3,44.7,0.0,3.1,25.0,8.11,1.15,9.33,3,45,1
olive,0,2,0,56.7,9.7,69.9,0.0,9.8,25.0,1.52,0.65,0.99,0,30,0
citrus,1,12,4,52.5,13.5,76.5,0.0,4.9,16.7,1.06,0.75,0.8,7,42,0
citrus,1,12,4,37.4,13.4,65.3,0.0,1.5,17.7,1.54,0.75,1.16,11,42,1
olive,0,9,4,80.0,27.7,35.9,0.0,7.2,11.3,7.18,0.7,5.02,13,32,0
wheat,2,1,1,26.9,14.1,76.0,0.0,11.2,22.2,1.71,0.7,1.2,8,35,1
wheat,2,5,3,39.2,21.6,38.1,0.0,7.7,25.0,9.29,1.15,10.68,2,45,1
citrus,1,11,4,64.7,8.7,53.0,0.0,8.4,13.2,1.11,0.75,0.83,4,42,0
wheat,2,1,1,50.2,5.8,72.4,4.9,2.5,21.9,0.71,0.7,0.49,5,35,0
citrus,1,8,3,38.1,34.6,31.8,0.0,6.1,13.6,12.0,0.85,10.2,5,46,1
wheat,2,1,1,44.7,6.2,61.2,0.0,2.5,21.4,1.02,0.7,0.71,11,35,0
wheat,2,12,0,46.2,11.8,80.2,17.5,4.2,15.6,0.7,0.4,0.28,12,30,0
olive,0,9,4,40.8,21.0,48.5,0.0,3.6,11.3,3.06,0.7,2.14,14,32,0
olive,0,3,1,46.3,17.0,59.2,0.0,1.9,25.0,3.64,0.7,2.55,14,35,0
olive,0,7,3,41.3,32.2,16.6,0.0,2.3,19.6,12.0,0.75,9.0,5,37,0
wheat,2,10,0,40.4,23.1,63.0,0.0,2.2,12.0,2.73,0.4,1.09,6,30,0
wheat,2,8,0,38.4,32.9,46.3,0.0,3.0,19.2,12.0,0.4,4.8,14,30,0
wheat,2,10,0,68.1,21.1,66.7,17.8,2.7,11.8,2.06,0.4,0.82,7,30,0
citrus,1,11,4,66.0,16.4,69.7,7.9,2.0,12.5,1.27,0.75,0.95,6,42,0
olive,0,6,2,32.9,22.5,36.4,0.0,9.3,25.0,10.54,0.75,7.91,7,40,1
citrus,1,7,3,47.8,31.1,15.0,0.0,1.8,23.2,12.0,0.85,10.2,12,46,0
citrus,1,9,3,50.3,22.4,47.1,0.0,3.8,16.1,5.1,0.85,4.33,2,46,0
wheat,2,6,4,26.3,26.3,50.4,0.0,3.6,25.0,10.21,0.5,5.11,5,25,0
olive,0,6,2,68.8,31.6,31.3,0.0,4.2,25.0,12.0,0.75,9.0,6,40,0
olive,0,5,2,55.7,18.0,47.0,0.0,6.6,25.0,5.66,0.75,4.24,11,40,0
olive,0,1,0,60.2,11.0,82.5,1.9,4.6,21.4,0.79,0.65,0.51,6,30,0
olive,0,2,0,41.7,10.9,65.3,0.0,3.3,25.0,1.76,0.65,1.15,9,30,0
citrus,1,8,3,39.6,31.0,41.3,0.0,1.2,14.6,9.81,0.85,8.34,12,46,1
citrus,1,8,3,45.9,28.0,35.1,0.0,10.7,15.5,10.77,0.85,9.15,13,46,1
citrus,1,5,2,49.8,26.1,46.7,0.0,12.2,25.0,12.0,0.85,10.2,3,48,0
olive,0,7,3,22.5,38.0,19.8,0.0,3.7,21.3,12.0,0.75,9.0,11,37,1
citrus,1,7,3,39.6,33.1,27.5,0.0,3.6,23.5,12.0,0.85,10.2,11,46,1
citrus,1,11,4,44.5,10.7,59.2,5.6,2.3,13.8,1.09,0.75,0.82,0,42,0
wheat,2,1,1,41.7,16.4,81.6,0.0,4.1,23.0,1.48,0.7,1.04,7,35,0
wheat,2,5,3,30.1,17.1,52.7,0.0,5.1,25.0,4.5,1.15,5.18,14,45,0
olive,0,11,4,53.0,11.1,71.1,0.0,4.1,11.1,0.67,0.7,0.47,0,32,0
citrus,1,9,3,66.4,24.2,44.4,7.5,9.1,11.5,4.89,0.85,4.16,7,46,0
wheat,2,1,1,42.1,14.7,66.2,4.2,13.1,20.0,2.36,0.7,1.65,10,35,0
wheat,2,1,1,24.1,11.6,72.1,1.4,2.3,25.0,1.49,0.7,1.04,14,35,1
wheat,2,10,0,48.0,18.0,56.1,0.0,4.3,10.8,1.93,0.4,0.77,3,30,0
citrus,1,4,1,59.5,11.5,57.5,0.0,3.0,25.0,2.28,0.75,1.71,2,42,0
wheat,2,10,0,44.7,23.8,57.3,0.0,8.2,12.5,3.89,0.4,1.56,8,30,0
olive,0,11,4,50.6,5.3,66.2,0.0,4.5,11.7,0.5,0.7,0.35,8,32,0
wheat,2,3,2,40.0,14.6,66.5,0.0,3.0,25.0,2.44,1.15,2.81,0,42,1
wheat,2,8,0,20.6,33.2,32.0,0.0,11.9,14.9,12.0,0.4,4.8,9,30,1
wheat,2,8,0,31.1,30.4,35.1,0.0,5.6,17.3,12.0,0.4,4.8,8,30,0
wheat,2,2,1,23.1,6.6,65.9,0.0,3.0,25.0,1.09,0.7,0.77,13,35,1
citrus,1,7,3,61.6,33.2,33.7,0.0,4.0,20.6,12.0,0.85,10.2,5,46,0
wheat,2,6,4,33.2,27.5,36.0,0.0,3.7,25.0,12.0,0.5,6.0,10,25,0
citrus,1,9,3,64.8,31.7,54.7,6.9,4.6,14.6,8.54,0.85,7.26,6,46,0
wheat,2,5,3,53.6,25.9,55.2,0.0,8.8,25.0,9.85,1.15,11.32,0,45,0
citrus,1,4,1,40.1,21.8,53.8,0.0,2.9,25.0,6.47,0.75,4.85,1,42,1
citrus,1,7,3,39.6,20.3,27.0,0.0,1.4,23.0,7.98,0.85,6.78,10,46,1
wheat,2,7,0,34.4,32.1,33.9,0.0,3.4,25.0,12.0,0.4,4.8,1,30,0
citrus,1,1,0,80.0,11.5,58.6,19.3,2.9,22.5,2.0,0.7,1.4,3,40,0
wheat,2,1,1,43.7,9.1,63.3,0.0,2.1,22.4,1.36,0.7,0.95,2,35,0
citrus,1,12,4,49.6,8.0,75.5,0.0,1.7,15.4,0.55,0.75,0.41,0,42,0
citrus,1,4,1,37.5,16.8,54.3,0.0,6.0,25.0,4.3,0.75,3.22,13,42,1
wheat,2,2,1,41.8,10.5,65.4,0.0,2.3,25.0,1.65,0.7,1.16,14,35,0
olive,0,12,0,45.8,13.5,69.9,19.1,7.2,15.0,1.27,0.65,0.83,3,30,1
citrus,1,12,4,69.1,8.2,83.2,0.0,11.1,16.9,0.5,0.75,0.38,5,42,0
olive,0,3,1,34.6,12.6,58.3,5.8,6.9,25.0,2.67,0.7,1.87,6,35,1
citrus,1,7,3,19.2,37.4,28.9,0.0,2.5,21.1,12.0,0.85,10.2,13,46,0
citrus,1,9,3,31.2,23.8,52.6,0.0,2.9,8.1,2.52,0.85,2.14,2,46,1
citrus,1,5,2,56.7,16.8,28.0,0.0,12.3,25.0,7.55,0.85,6.42,2,48,0
citrus,1,3,1,61.4,15.5,57.8,3.5,3.3,25.0,3.37,0.75,2.53,2,42,0
citrus,1,12,4,53.6,3.2,86.8,9.4,1.5,15.3,0.5,0.75,0.38,10,42,0
citrus,1,7,3,55.3,27.3,20.6,0.0,4.0,19.3,12.0,0.85,10.2,7,46,0
citrus,1,1,0,54.2,13.4,58.8,8.4,4.3,19.8,2.17,0.7,1.52,3,40,0
olive,0,9,4,49.7,22.7,55.2,7.4,7.6,11.2,3.28,0.7,2.3,4,32,0
citrus,1,10,4,15.2,17.7,47.4,0.0,3.2,8.0,1.63,0.75,1.22,8,42,1
wheat,2,9,0,45.5,33.9,55.8,0.0,2.9,11.1,7.29,0.4,2.92,13,30,0
olive,0,7,3,51.4,33.0,31.8,0.0,6.6,22.7,12.0,0.75,9.0,6,37,0
citrus,1,7,3,38.0,28.5,29.5,0.0,3.5,19.0,12.0,0.85,10.2,1,46,1
olive,0,2,0,54.8,13.2,56.2,2.8,8.9,25.0,3.11,0.65,2.02,8,30,0
citrus,1,6,3,67.0,32.0,44.1,0.0,2.9,25.0,12.0,0.85,10.2,4,46,1
citrus,1,4,1,62.8,16.4,42.7,9.8,2.2,25.0,4.88,0.75,3.66,9,42,0
wheat,2,9,0,49.1,26.1,45.3,0.0,2.2,19.9,8.59,0.4,3.43,6,30,0
olive,0,9,4,71.6,24.7,52.3,0.0,3.0,11.9,4.08,0.7,2.86,12,32,0
wheat,2,7,0,10.9,28.1,18.9,0.0,10.8,21.4,12.0,0.4,4.8,14,30,1
wheat,2,8,0,32.4,27.4,22.8,0.0,7.2,12.6,9.37,0.4,3.75,7,30,0
olive,0,4,1,46.8,22.7,46.3,0.0,2.2,25.0,7.97,0.7,5.58,1,35,0
citrus,1,9,3,43.0,28.9,42.9,0.0,3.0,11.4,6.54,0.85,5.56,1,46,1
citrus,1,10,4,29.1,22.4,48.9,0.0,4.7,7.6,2.35,0.75,1.77,9,42,1
olive,0,12,0,31.2,13.7,74.7,0.0,2.1,16.4,1.09,0.65,0.71,7,30,0
citrus,1,11,4,58.9,10.8,75.2,0.0,2.3,12.3,0.6,0.75,0.45,0,42,0
olive,0,9,4,55.6,23.4,46.6,0.0,4.2,7.4,2.6,0.7,1.82,13,32,1
olive,0,4,1,80.0,14.1,58.4,12.9,3.1,25.0,2.89,0.7,2.02,13,35,0
citrus,1,2,0,62.4,11.9,67.3,0.0,3.7,25.0,1.85,0.7,1.3,6,40,0
wheat,2,12,0,46.3,9.4,88.9,0.0,9.9,18.9,0.5,0.4,0.2,2,30,0
olive,0,1,0,33.2,9.0,47.6,0.0,11.5,22.3,2.27,0.65,1.47,4,30,0
citrus,1,1,0,62.8,6.7,81.8,1.5,4.4,21.9,0.53,0.7,0.37,9,40,0
olive,0,5,2,50.8,28.8,29.6,0.0,4.1,25.0,12.0,0.75,9.0,14,40,0
wheat,2,3,2,52.1,12.5,55.6,0.0,2.9,25.0,2.61,1.15,3.01,2,42,0
citrus,1,9,3,36.1,25.2,58.7,0.0,9.1,14.0,4.82,0.85,4.09,3,46,1
olive,0,1,0,47.5,9.6,66.6,0.0,2.7,23.5,1.38,0.65,0.9,10,30,0
olive,0,1,0,37.2,11.7,68.7,2.8,3.9,24.0,1.67,0.65,1.09,1,30,0
wheat,2,5,3,37.7,25.0,54.0,0.0,4.5,25.0,8.71,1.15,10.02,7,45,1
wheat,2,4,3,33.9,18.1,48.9,0.0,4.5,25.0,5.31,1.15,6.1,10,45,1
olive,0,3,1,42.6,15.2,63.0,0.0,2.6,25.0,2.83,0.7,1.98,11,35,0
olive,0,6,2,59.6,20.0,31.0,0.0,7.0,25.0,8.9,0.75,6.68,2,40,1
wheat,2,11,0,53.3,16.1,68.9,2.0,6.2,7.8,0.86,0.4,0.35,2,30,0
olive,0,8,3,47.7,33.9,30.7,0.0,1.5,14.9,12.0,0.75,9.0,7,37,0
wheat,2,3,2,42.0,12.0,70.4,3.1,4.8,25.0,1.73,1.15,1.99,13,42,0
wheat,2,6,4,26.7,23.8,36.4,0.0,8.1,25.0,11.57,0.5,5.78,10,25,0
wheat,2,2,1,51.4,7.1,66.9,0.0,3.0,25.0,1.12,0.7,0.78,7,35,0
wheat,2,9,0,35.3,27.1,50.3,7.7,2.0,11.4,4.81,0.4,1.93,5,30,0
citrus,1,2,0,58.3,12.6,63.6,0.0,7.4,25.0,2.36,0.7,1.65,14,40,1
citrus,1,10,4,58.8,14.7,60.5,0.0,3.5,10.3,1.21,0.75,0.9,4,42,0
citrus,1,2,0,49.9,16.2,87.6,0.0,2.4,25.0,1.04,0.7,0.73,1,40,0
citrus,1,9,3,48.0,30.2,35.8,0.0,3.6,9.4,6.83,0.85,5.8,11,46,0
olive,0,7,3,54.7,30.7,27.2,0.0,4.7,23.7,12.0,0.75,9.0,1,37,0
citrus,1,3,1,52.8,9.0,54.0,0.0,1.8,25.0,1.87,0.75,1.4,13,42,0
wheat,2,1,1,76.1,10.7,67.3,23.6,3.3,20.7,1.36,0.7,0.95,14,35,0
wheat,2,5,3,27.0,23.9,40.6,8.9,3.5,25.0,9.99,1.15,11.49,8,45,0
olive,0,8,3,72.0,34.5,22.9,1.6,7.4,15.9,12.0,0.75,9.0,1,37,0
olive,0,6,2,23.0,33.5,24.4,0.0,5.6,25.0,12.0,0.75,9.0,3,40,1
olive,0,10,4,40.0,20.3,49.4,0.0,2.7,6.9,1.71,0.7,1.2,2,32,0
citrus,1,2,0,49.5,12.9,76.5,0.0,4.6,25.0,1.5,0.7,1.05,4,40,0
olive,0,7,3,64.5,30.9,15.7,0.0,2.4,20.2,12.0,0.75,9.0,8,37,0
olive,0,2,0,80.0,13.0,76.6,0.0,5.4,25.0,1.52,0.65,0.99,7,30,0
citrus,1,8,3,51.8,28.2,35.9,0.0,7.2,13.9,9.16,0.85,7.79,2,46,0
wheat,2,7,0,34.7,29.6,42.8,0.0,4.0,21.3,12.0,0.4,4.8,8,30,0
citrus,1,1,0,63.5,12.4,73.7,0.0,4.1,19.8,1.24,0.7,0.87,14,40,0
olive,0,6,2,35.0,24.0,41.1,0.0,5.0,25.0,10.29,0.75,7.72,1,40,1
olive,0,10,4,47.4,15.3,63.0,0.0,1.9,9.8,1.11,0.7,0.78,3,32,1
citrus,1,10,4,57.0,18.4,58.9,0.0,2.0,10.8,1.79,0.75,1.34,4,42,0
wheat,2,7,0,38.8,32.8,22.6,0.0,13.4,24.1,12.0,0.4,4.8,7,30,0
wheat,2,6,4,32.2,20.5,38.7,0.0,2.9,25.0,7.62,0.5,3.81,6,25,0
olive,0,1,0,49.6,9.1,69.4,0.0,3.0,22.8,1.17,0.65,0.76,3,30,0
olive,0,4,1,67.7,17.5,63.2,0.0,3.2,25.0,3.52,0.7,2.47,7,35,0
olive,0,5,2,62.3,20.8,46.2,0.0,5.7,25.0,7.21,0.75,5.41,5,40,0
citrus,1,2,0,53.7,9.1,78.5,0.0,4.8,25.0,0.93,0.7,0.65,14,40,0
citrus,1,11,4,70.0,18.5,64.7,0.0,3.1,8.8,1.3,0.75,0.98,4,42,0
citrus,1,5,2,59.5,13.4,34.7,0.0,6.2,25.0,4.47,0.85,3.8,4,48,0
citrus,1,6,3,34.6,25.8,30.4,0.0,4.6,25.0,12.0,0.85,10.2,5,46,1
wheat,2,11,0,49.0,13.5,68.8,4.4,4.5,9.4,0.79,0.4,0.32,2,30,0
olive,0,11,4,54.6,16.0,63.8,0.0,3.8,7.7,0.94,0.7,0.66,11,32,0
olive,0,9,4,34.8,21.6,45.3,0.0,2.0,13.7,4.04,0.7,2.83,6,32,0
olive,0,11,4,35.4,10.7,68.9,0.0,6.2,6.8,0.5,0.7,0.35,14,32,0
wheat,2,11,0,72.4,13.3,65.0,50.4,5.2,13.9,1.31,0.4,0.52,3,30,0
olive,0,6,2,38.5,33.5,32.4,0.0,4.6,25.0,12.0,0.75,9.0,9,40,1
wheat,2,4,3,28.5,11.1,44.6,0.0,5.2,25.0,2.97,1.15,3.42,10,45,1
wheat,2,11,0,33.9,19.9,65.6,0.0,8.5,14.0,2.51,0.4,1.01,4,30,0
wheat,2,3,2,41.0,18.0,66.1,0.0,4.2,25.0,3.46,1.15,3.98,14,42,1
olive,0,10,4,40.8,19.6,62.3,0.0,4.7,14.6,2.62,0.7,1.84,13,32,0
wheat,2,8,0,16.1,32.8,34.6,0.0,6.6,15.6,12.0,0.4,4.8,1,30,1
olive,0,2,0,42.3,7.3,79.0,0.0,5.3,25.0,0.76,0.65,0.5,7,30,0
wheat,2,9,0,47.0,26.9,42.4,0.0,6.4,11.3,5.91,0.4,2.37,1,30,0
wheat,2,4,3,43.1,22.9,70.6,0.0,3.1,25.0,4.54,1.15,5.22,0,45,1
citrus,1,9,3,62.9,27.6,40.2,0.0,2.8,13.7,7.39,0.85,6.28,0,46,0
wheat,2,4,3,37.2,20.4,56.0,0.0,4.3,25.0,5.59,1.15,6.43,9,45,1
citrus,1,2,0,67.1,11.1,57.8,0.0,7.5,25.0,2.37,0.7,1.66,9,40,0
wheat,2,3,2,80.0,17.5,75.5,15.7,5.6,25.0,2.45,1.15,2.82,1,42,0
wheat,2,7,0,42.5,33.0,28.4,0.0,2.2,20.8,12.0,0.4,4.8,14,30,0
citrus,1,11,4,47.8,17.9,63.6,0.0,5.4,10.0,1.5,0.75,1.13,13,42,0
citrus,1,2,0,52.5,7.7,55.3,8.2,3.8,25.0,1.64,0.7,1.15,10,40,0
citrus,1,10,4,38.1,24.8,63.2,12.1,12.8,9.9,3.11,0.75,2.33,1,42,0
citrus,1,5,2,60.6,22.2,55.8,3.4,6.4,25.0,6.82,0.85,5.8,13,48,0
wheat,2,4,3,38.8,18.1,52.5,0.0,4.9,25.0,4.95,1.15,5.69,10,45,1
citrus,1,11,4,54.8,12.7,83.1,7.4,6.7,13.5,0.59,0.75,0.44,4,42,0
wheat,2,7,0,38.8,32.5,24.6,0.0,16.5,23.6,12.0,0.4,4.8,8,30,0
citrus,1,5,2,48.6,23.1,42.9,0.0,3.5,25.0,9.03,0.85,7.68,8,48,0
wheat,2,1,1,46.1,8.5,71.6,0.0,3.5,20.1,0.91,0.7,0.64,6,35,0
citrus,1,3,1,41.1,9.6,59.5,4.2,2.9,25.0,1.79,0.75,1.34,4,42,1
wheat,2,11,0,39.7,12.8,66.3,12.3,3.7,12.2,1.02,0.4,0.41,2,30,0
olive,0,5,2,70.9,21.3,55.3,0.0,5.3,25.0,6.22,0.75,4.66,0,40,0
wheat,2,9,0,43.0,22.8,32.2,0.0,3.8,11.4,4.78,0.4,1.91,10,30,0
olive,0,1,0,46.2,11.6,75.4,3.5,5.0,24.1,1.34,0.65,0.87,1,30,0
citrus,1,8,3,40.9,23.2,33.5,0.0,3.9,16.4,7.0,0.85,5.95,14,46,1
citrus,1,5,2,54.3,24.0,47.4,2.4,8.8,25.0,9.8,0.85,8.33,7,48,0
olive,0,11,4,67.3,16.6,61.6,8.7,2.4,15.4,2.06,0.7,1.44,7,32,0
wheat,2,2,1,47.4,9.9,72.4,2.7,2.3,25.0,1.24,0.7,0.87,3,35,0
olive,0,10,4,33.7,18.7,61.4,0.0,1.8,8.9,1.42,0.7,0.99,5,32,0
citrus,1,11,4,56.2,13.4,67.9,5.6,3.6,11.9,1.0,0.75,0.75,12,42,0
olive,0,8,3,40.7,28.4,38.1,0.0,5.6,17.0,10.66,0.75,8.0,5,37,0
olive,0,5,2,44.9,18.2,49.9,0.0,7.9,25.0,5.57,0.75,4.18,11,40,0
olive,0,5,2,62.2,23.9,58.5,0.0,3.5,25.0,7.0,0.75,5.25,14,40,0
olive,0,5,2,73.6,23.2,61.2,0.0,3.0,25.0,6.12,0.75,4.59,0,40,0
wheat,2,6,4,33.4,32.4,47.4,0.0,2.0,25.0,12.0,0.5,6.0,3,25,0
citrus,1,10,4,58.9,14.6,57.3,0.0,3.5,7.3,0.91,0.75,0.69,1,42,0
olive,0,10,4,53.0,14.5,55.6,0.0,12.7,11.6,1.75,0.7,1.22,7,32,0
olive,0,3,1,45.1,13.2,64.9,0.0,7.9,25.0,2.44,0.7,1.71,13,35,0
wheat,2,4,3,42.5,19.3,53.8,0.0,2.7,25.0,5.15,1.15,5.92,5,45,1
citrus,1,9,3,39.8,31.5,39.2,0.0,5.2,8.9,6.93,0.85,5.89,8,46,1
wheat,2,5,3,30.7,14.7,47.3,0.0,4.8,25.0,3.98,1.15,4.58,3,45,1
wheat,2,3,2,27.4,19.8,66.0,0.0,4.8,25.0,4.14,1.15,4.76,3,42,1
wheat,2,10,0,26.8,22.7,45.5,0.0,2.9,11.5,3.77,0.4,1.51,0,30,1
citrus,1,8,3,18.3,34.2,42.2,0.0,5.8,14.1,12.0,0.85,10.2,6,46,1
olive,0,12,0,64.0,7.7,81.9,0.0,11.5,18.2,0.55,0.65,0.36,10,30,1
olive,0,8,3,37.1,36.3,15.0,0.0,6.5,15.7,12.0,0.75,9.0,2,37,0
olive,0,7,3,30.2,31.4,26.5,0.0,18.8,20.4,12.0,0.75,9.0,1,37,1
wheat,2,1,1,52.8,12.6,72.5,0.0,3.0,23.4,1.54,0.7,1.08,4,35,0
citrus,1,9,3,32.1,28.5,32.7,0.0,5.6,12.6,8.7,0.85,7.4,14,46,1
citrus,1,6,3,65.0,22.5,40.2,0.0,5.5,25.0,9.33,0.85,7.93,7,46,0
wheat,2,5,3,28.9,22.9,61.6,0.0,2.5,25.0,5.86,1.15,6.74,2,45,1
olive,0,2,0,63.5,10.4,63.3,5.1,2.7,23.4,1.64,0.65,1.06,11,30,0
wheat,2,11,0,29.1,19.2,65.7,0.0,4.6,11.7,1.85,0.4,0.74,0,30,0
citrus,1,4,1,71.1,15.6,56.7,0.0,4.6,25.0,3.56,0.75,2.67,11,42,0
citrus,1,9,3,33.2,21.5,38.1,0.0,1.3,13.5,4.42,0.85,3.75,4,46,1
citrus,1,11,4,60.2,11.9,73.2,7.7,3.5,12.5,0.76,0.75,0.57,2,42,0
citrus,1,6,3,35.4,23.1,31.6,0.0,1.8,25.0,10.41,0.85,8.85,2,46,1
olive,0,4,1,46.1,18.8,48.5,0.0,2.8,25.0,5.52,0.7,3.86,2,35,0
olive,0,3,1,55.7,15.7,55.5,0.0,8.0,25.0,3.95,0.7,2.76,11,35,1
olive,0,12,0,76.0,13.1,58.4,18.9,2.4,13.5,1.41,0.65,0.92,3,30,1
wheat,2,11,0,49.5,6.8,64.2,12.2,1.6,7.2,0.5,0.4,0.2,14,30,0
olive,0,12,0,38.5,12.4,73.3,0.0,8.6,19.4,1.34,0.65,0.87,3,30,0
wheat,2,5,3,20.7,32.0,55.7,0.0,2.2,25.0,12.0,1.15,13.8,6,45,1
olive,0,10,4,66.2,21.2,38.3,0.0,5.0,9.3,3.16,0.7,2.21,10,32,0
citrus,1,2,0,34.7,9.5,60.9,0.0,4.0,25.0,1.74,0.7,1.22,11,40,1
citrus,1,6,3,47.5,31.1,34.3,0.0,2.4,25.0,12.0,0.85,10.2,6,46,0
wheat,2,10,0,80.0,19.5,58.4,5.2,2.9,6.9,1.3,0.4,0.52,9,30,0
wheat,2,8,0,33.8,25.2,42.6,0.0,6.3,14.9,6.8,0.4,2.72,8,30,0
wheat,2,10,0,35.7,23.5,39.9,0.0,4.6,8.3,3.32,0.4,1.33,10,30,0
olive,0,9,4,22.7,31.2,44.0,12.4,2.3,9.8,6.51,0.7,4.56,3,32,0
wheat,2,5,3,79.9,25.7,52.7,0.0,5.1,25.0,9.55,1.15,10.98,1,45,0
olive,0,1,0,48.2,7.1,77.0,0.0,2.1,21.8,0.67,0.65,0.44,3,30,0
citrus,1,2,0,58.5,13.1,77.6,0.0,8.3,25.0,1.55,0.7,1.09,4,40,0
citrus,1,12,4,63.5,13.1,70.9,2.1,4.9,14.1,1.07,0.75,0.8,7,42,0
citrus,1,7,3,38.3,31.1,31.3,0.0,4.9,18.0,12.0,0.85,10.2,12,46,1
olive,0,2,0,36.3,16.2,53.9,15.0,5.6,25.0,4.11,0.65,2.67,12,30,0
citrus,1,3,1,53.9,19.1,63.2,0.0,8.1,25.0,4.46,0.75,3.35,14,42,0
wheat,2,6,4,22.7,26.8,43.1,0.0,5.7,25.0,12.0,0.5,6.0,7,25,1
wheat,2,10,0,37.4,19.3,61.7,0.0,4.6,6.6,1.17,0.4,0.47,10,30,0
olive,0,10,4,62.2,29.1,60.6,0.0,4.8,8.8,3.66,0.7,2.56,0,32,0
wheat,2,12,0,54.2,7.3,79.3,9.1,2.6,14.2,0.5,0.4,0.2,3,30,0
wheat,2,12,0,32.9,5.7,80.2,0.0,1.9,15.3,0.5,0.4,0.2,11,30,0
citrus,1,4,1,80.0,12.2,68.9,0.0,2.2,25.0,1.76,0.75,1.32,13,42,0
citrus,1,6,3,42.4,32.5,38.2,0.0,4.1,25.0,12.0,0.85,10.2,3,46,1
citrus,1,6,3,53.8,22.6,38.6,0.0,4.3,25.0,9.41,0.85,8.0,2,46,0
olive,0,10,4,53.6,21.1,42.6,0.0,4.5,6.5,2.0,0.7,1.4,12,32,0
citrus,1,9,3,63.1,23.4,43.1,0.0,11.1,11.4,4.78,0.85,4.06,7,46,0
citrus,1,9,3,26.0,19.7,41.2,0.0,2.9,9.0,2.45,0.85,2.09,13,46,1
wheat,2,11,0,30.8,18.9,68.0,0.0,2.6,10.5,1.44,0.4,0.57,10,30,0
wheat,2,7,0,55.8,33.9,29.0,0.0,2.8,22.9,12.0,0.4,4.8,6,30,0
wheat,2,6,4,35.4,25.6,33.5,0.0,16.2,25.0,12.0,0.5,6.0,12,25,0
olive,0,6,2,55.3,30.3,31.3,0.0,2.0,25.0,12.0,0.75,9.0,12,40,0
citrus,1,9,3,37.7,35.5,54.8,0.0,20.0,12.8,12.0,0.85,10.2,11,46,1
